bot (4, 11) is moving: {'action': 'walk', 'direction': 'r'}
bot (5, 11) is moving: {'action': 'walk', 'direction': 'u'}
bot (5, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (6, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (7, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (8, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (9, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (10, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (11, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (12, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (13, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (14, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (15, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (16, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (9, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (15, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (10, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (14, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (11, 10) is moving: {'action': 'walk', 'direction': 'r'}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:31 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 70===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:29 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 71===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:26 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 72===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:24 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 73===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:22 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 74===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:20 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 75===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:18 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 76===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:16 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 77===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:13 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 78===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:11 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 79===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
